K,Cluster,Centroid
40,26,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
40,27,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
40,28,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
40,29,"[-1.395957,-0.413223,-0.410568, 0.152421, 1.242462, 1.257754,-0.432889]"
40,30,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
40,31,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
40,32,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
40,33,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
40,34,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
40,35,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
40,36,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
40,37,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
40,38,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
40,39,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
40,40,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
41,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
41,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
41,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
41,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
41,5,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
41,6,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
41,7,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
41,8,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
41,9,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
41,10,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
41,11,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
41,12,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
41,13,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
41,14,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
41,15,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
41,16,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
41,17,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
41,18,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
41,19,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
41,20,"[ 1.480426,-1.163951,-0.714135,-0.739948,-0.105236, 0.358544, 0.884301]"
41,21,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
41,22,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
41,23,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
41,24,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
41,25,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
41,26,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
41,27,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
41,28,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
41,29,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
41,30,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
41,31,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
41,32,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
41,33,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
41,34,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
41,35,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
41,36,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
41,37,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
41,38,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
41,39,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
41,40,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
41,41,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
42,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
42,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
42,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
42,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
42,5,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
42,6,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
42,7,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
42,8,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
42,9,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
42,10,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
42,11,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
42,12,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
42,13,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
42,14,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
42,15,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
42,16,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
42,17,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
42,18,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
42,19,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
42,20,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
42,21,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
42,22,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
42,23,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
42,24,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
42,25,"[-1.428575,-0.584567,-0.49168 ,-0.17266 , 0.393261, 0.954977, 1.329245]"
42,26,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
42,27,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
42,28,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
42,29,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
42,30,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
42,31,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
42,32,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
42,33,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
42,34,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
42,35,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
42,36,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
42,37,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
42,38,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
42,39,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
42,40,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
42,41,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
42,42,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
43,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
43,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
43,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
43,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
43,5,"[ 1.827745, 0.559855,-0.880108,-0.939461,-0.458936,-0.126236, 0.017142]"
43,6,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
43,7,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
43,8,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
43,9,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
43,10,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
43,11,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
43,12,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
43,13,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
43,14,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
43,15,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
43,16,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
43,17,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
43,18,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
43,19,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
43,20,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
43,21,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
43,22,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
43,23,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
43,24,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
43,25,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
43,26,"[-1.295358,-0.777038,-0.531842,-0.072638, 0.239497, 1.071129, 1.366251]"
43,27,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
43,28,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
43,29,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
43,30,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
43,31,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
43,32,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
43,33,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
43,34,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
43,35,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
43,36,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
43,37,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
43,38,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
43,39,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
43,40,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
43,41,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
43,42,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
43,43,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
44,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
44,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
44,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
44,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
44,5,"[ 1.912295, 0.626746,-0.752213,-0.977292,-0.358839,-0.13001 ,-0.320688]"
44,6,"[ 1.700919, 0.459517,-1.071951,-0.882713,-0.609082,-0.120576, 0.523887]"
44,7,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
44,8,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
44,9,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
44,10,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
44,11,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
44,12,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
44,13,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
44,14,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
44,15,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
44,16,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
44,17,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
44,18,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
44,19,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
44,20,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
44,21,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
44,22,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
44,23,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
44,24,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
44,25,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
44,26,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
44,27,"[-1.295358,-0.777038,-0.531842,-0.072638, 0.239497, 1.071129, 1.366251]"
44,28,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
44,29,"[-1.127042,-1.031895,-0.782966, 0.170024, 1.012905, 0.794591, 0.964385]"
44,30,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
44,31,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
44,32,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
44,33,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
44,34,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
44,35,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
44,36,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
44,37,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
44,38,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
44,39,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
44,40,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
44,41,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
44,42,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
44,43,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
44,44,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
45,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
45,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
45,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
45,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
45,5,"[ 1.912295, 0.626746,-0.752213,-0.977292,-0.358839,-0.13001 ,-0.320688]"
45,6,"[ 1.700919, 0.459517,-1.071951,-0.882713,-0.609082,-0.120576, 0.523887]"
45,7,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
45,8,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
45,9,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
45,10,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
45,11,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
45,12,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
45,13,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
45,14,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
45,15,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
45,16,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
45,17,"[ 1.276518,-1.693323,-0.42905 , 0.400131,-0.49216 , 0.4733  , 0.464584]"
45,18,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
45,19,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
45,20,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
45,21,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
45,22,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
45,23,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
45,24,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
45,25,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
45,26,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
45,27,"[-1.295358,-0.777038,-0.531842,-0.072638, 0.239497, 1.071129, 1.366251]"
45,28,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
45,29,"[-1.498691,-1.096536,-0.237786, 0.380399, 1.029845, 0.824607, 0.598162]"
45,30,"[-1.076162,-1.023046,-0.857604, 0.141222, 1.010585, 0.790482, 1.014522]"
45,31,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
45,32,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
45,33,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
45,34,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
45,35,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
45,36,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
45,37,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
45,38,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
45,39,"[-2.085591,-0.134402, 0.067403, 0.399504, 0.866727, 0.413369, 0.47299 ]"
45,40,"[-1.767471,-0.763797, 0.143088, 0.87936 , 0.98351 , 0.450743, 0.074567]"
45,41,"[-0.613241,-1.769353, 0.867171, 0.942038, 0.892601,-0.103845,-0.215371]"
45,42,"[-1.420117e+00, 1.315571e+00, 1.182584e+00,-6.476050e-01, 7.483333e-04, -4.662007e-01, 3.501933e-02]"
45,43,"[-0.829568, 1.15115 , 1.5421  , 0.05631 ,-0.613565,-0.841151,-0.465276]"
45,44,"[-1.490744, 1.011647,-0.965277,-0.266534, 1.086434,-0.121426, 0.7459  ]"
45,45,"[-1.379962, 1.648983,-0.139029,-0.395552,-0.677504, 0.086127, 0.856937]"
46,1,"[ 1.017993, 0.732938, 0.935336, 0.147212,-0.356648,-1.046974,-1.429857]"
46,2,"[ 1.737629,-0.384513, 0.67015 , 0.293708,-0.344578,-0.795718,-1.176678]"
46,3,"[ 2.044472,-0.534962,-0.100361, 0.345998,-0.461136,-0.698106,-0.595906]"
46,4,"[ 1.698578,-1.268638,-0.375511, 0.996817,-0.319158,-0.344837,-0.387251]"
46,5,"[ 1.912295, 0.626746,-0.752213,-0.977292,-0.358839,-0.13001 ,-0.320688]"
46,6,"[ 1.700919, 0.459517,-1.071951,-0.882713,-0.609082,-0.120576, 0.523887]"
46,7,"[ 1.249995, 1.139623, 0.611846,-0.552959,-0.881096,-0.820284,-0.747125]"
46,8,"[ 1.864207, 0.663246, 0.049835,-0.440101,-0.787617,-0.568121,-0.781448]"
46,9,"[ 1.707606, 0.640109, 0.415701,-1.269493,-0.191857,-0.703111,-0.598955]"
46,10,"[ 2.154814,-0.252782,-0.208506,-0.498881,-0.792498,-0.332091,-0.070055]"
46,11,"[ 1.92754 ,-0.063475, 0.555268,-0.50837 ,-0.842855,-0.626775,-0.441332]"
46,12,"[ 1.750044,-0.027678, 0.168599,-0.763734,-1.019868,-0.729906, 0.622542]"
46,13,"[ 1.678493, 0.467426, 0.167619,-1.247505,-0.982234,-0.226556, 0.142758]"
46,14,"[ 1.18624 , 1.064252, 0.339788,-1.459169,-0.439543, 0.280012,-0.97158 ]"
46,15,"[ 0.373347,-1.836226,-0.795586, 0.02915 , 0.525202, 0.784363, 0.91975 ]"
46,16,"[ 1.851773,-1.311579,-0.490927, 0.02602 ,-0.37529 , 0.247508, 0.052494]"
46,17,"[ 1.236091,-1.563732,-0.551105, 0.152021,-0.550326, 1.054189, 0.222861]"
46,18,"[ 1.287543,-1.728666,-0.395762, 0.467797,-0.476296, 0.314876, 0.530508]"
46,19,"[ 1.206584,-1.995975, 0.586913, 0.372343,-0.046677, 0.121935,-0.245124]"
46,20,"[ 1.583264,-0.672143,-0.138678,-0.790929,-0.849201, 1.170937,-0.303248]"
46,21,"[ 1.887892,-0.486547, 0.299709,-0.461822,-1.019571, 0.424299,-0.643958]"
46,22,"[ 1.648057,-1.179   ,-0.898215,-0.496554,-0.158556, 0.390311, 0.693957]"
46,23,"[ 1.228978,-1.141378,-0.438014,-1.105039,-0.025256, 0.310893, 1.169818]"
46,24,"[ 1.682313,-0.703982,-0.374437,-0.795881,-0.815975, 0.071456, 0.936507]"
46,25,"[ 1.000527,-0.651796,-0.246811,-0.74065 ,-1.343507, 0.678879, 1.303358]"
46,26,"[-0.04003 ,-0.903922,-0.368972,-0.509306,-0.457488, 0.145391, 2.134328]"
46,27,"[-1.695009,-0.199627,-0.411354,-0.372703, 0.700788, 0.722673, 1.255232]"
46,28,"[-1.295358,-0.777038,-0.531842,-0.072638, 0.239497, 1.071129, 1.366251]"
46,29,"[-1.301219,-0.307586,-1.26282 , 0.452777, 1.26819 , 0.750337, 0.40032 ]"
46,30,"[-1.498691,-1.096536,-0.237786, 0.380399, 1.029845, 0.824607, 0.598162]"
46,31,"[-1.076162,-1.023046,-0.857604, 0.141222, 1.010585, 0.790482, 1.014522]"
46,32,"[-2.140682, 0.403436, 0.738089, 0.146917, 0.595859, 0.14219 , 0.114192]"
46,33,"[-1.892782, 1.05158 , 0.647598, 0.465765, 0.357137,-0.432653,-0.196644]"
46,34,"[-1.024105,-0.724599,-0.476281, 0.182501, 1.170087, 1.535374,-0.662978]"
46,35,"[-1.767809,-0.101847,-0.344855, 0.12234 , 1.314837, 0.980134,-0.202799]"
46,36,"[-1.676944,-0.54608 , 0.264813, 0.103038, 1.337708,-0.319769, 0.837237]"
46,37,"[-1.696297,-0.247755, 0.078987, 1.170559, 1.172971,-0.461376,-0.017089]"
46,38,"[-1.731193, 0.300741, 0.774579, 0.692114, 0.975139,-0.775111,-0.236269]"
46,39,"[-1.827484,-0.027349, 0.125164, 0.930515, 0.958914, 0.389009,-0.54877 ]"
